ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2583409-20191108,2583409,16803,2,3932 WEST IRVING PARK CORPORATION,INDEPENDENCE TAP,3932-3934 W IRVING PARK RD 1,CHICAGO,IL,60618,45,27,17,1050,Public Place of Amusement,2583409,ISSUE,02/23/2018,02/23/2018,02/23/2018,Y,11/08/2019,11/15/2021,11/08/2019,11/08/2019,AAI,,,41.95377451,-87.726458707,"(41.95377450976464, -87.7264587067583)"
2254284-20140402,2254284,32489,4,6962 N. GLENWOOD CORPORATION,THE GLENWOOD,6958-6962 N GLENWOOD AVE 1,CHICAGO,IL,60626,49,31,24,1050,Public Place of Amusement,2254284,ISSUE,05/02/2013,06/28/2013,06/28/2013,N,04/02/2014,03/15/2016,04/02/2014,04/02/2014,AAI,,24,42.0084496,-87.666341392,"(42.00844959951811, -87.6663413916053)"
1959400-20140316,2305419,14287,2,"HAMM FAMILY ENTERPRISES, INC.",LEFT FIELD,3700 N CLARK ST 1 AND 2,CHICAGO,IL,60613,44,32,19,1050,Public Place of Amusement,1959400,RENEW,,01/15/2014,02/28/2014,N,03/16/2014,03/15/2016,02/28/2014,03/04/2014,AAI,,17,41.949010883,-87.658142875,"(41.949010883298726, -87.65814287476813)"
2048779-20220316,2828926,283671,2,401 NORTH WABASH VENTURE LLC,TRUMP INTERNATIONAL HOTEL,401 N WABASH AVE 1-89,CHICAGO,IL,60611,42,55,18,1050,Public Place of Amusement,2048779,RENEW,,01/15/2022,01/18/2022,N,03/16/2022,03/15/2024,03/03/2022,03/04/2022,AAI,,,41.889284014,-87.626548548,"(41.889284013529334, -87.62654854794113)"
5688-20130416,2236327,62732,1,"HOOTS, INC.",NEO,2348-2352 N CLARK ST # 1ST,CHICAGO,IL,60614,43,58,18,1472,Music and Dance,5688,RENEW,,02/27/2013,04/24/2013,N,04/16/2013,04/15/2015,04/24/2013,04/24/2013,AAI,,23,41.924972313,-87.640252154,"(41.92497231271773, -87.64025215402182)"
2663554-20200210,2663554,22928,7,"THE ANGEL'S SHARE, LTD.",KAISER TIGER,1415 W RANDOLPH ST 1&2,CHICAGO,IL,60607,27,7,12,1050,Public Place of Amusement,2663554,ISSUE,04/16/2019,10/29/2019,10/29/2019,N,02/10/2020,02/15/2022,02/10/2020,02/10/2020,AAI,,,41.884048725,-87.663056133,"(41.884048725151324, -87.66305613344618)"
2320394-20210416,2774424,386252,1,"HOLIDAY BAR GROUP, INC.",HOLIDAY CLUB,4000-4004 N SHERIDAN RD,CHICAGO,IL,60613,46,27,19,1050,Public Place of Amusement,2320394,RENEW,,02/15/2021,05/19/2021,N,04/16/2021,04/15/2023,05/19/2021,07/26/2021,AAI,,34,41.954532689,-87.654693025,"(41.95453268893165, -87.65469302487033)"
1879759-20160516,2455569,325234,1,THE FULTON MARKET CO.,GG GRAPES & GRAINS WINE AND WHISKY BAR,858 W LAKE ST 1 & 2,CHICAGO,IL,60607,27,1,12,1050,Public Place of Amusement,1879759,RENEW,,03/15/2016,05/09/2016,N,05/16/2016,05/15/2018,05/13/2016,05/16/2016,AAI,,,41.885737712,-87.649752657,"(41.88573771230126, -87.64975265703727)"
19005-20180416,2580260,63260,3,DE PAUL UNIVERSITY,DE PAUL UNIVERSITY,60 E BALBO AVE 1ST,CHICAGO,IL,60605,4,49,1,1050,Public Place of Amusement,19005,RENEW,,02/15/2018,04/02/2018,N,04/16/2018,04/15/2020,04/02/2018,04/03/2018,AAI,,,41.873242481,-87.625696001,"(41.873242481484546, -87.62569600104742)"
1442105-20240416,2953593,257900,1,"BLUE IGUANA-CHICAGO, INC.",THE RIVER OF CHICAGO,2909-2911 N SHEFFIELD AVE,CHICAGO,IL,60657,44,29,19,1050,Public Place of Amusement,1442105,RENEW,,02/15/2024,02/20/2024,N,04/16/2024,04/15/2026,03/21/2024,03/22/2024,AAI,,17,41.934751362,-87.653783726,"(41.93475136249262, -87.6537837264664)"
2328452-20180216,2570574,4463,1,"BURTON PLACE, INC.",BURTON PLACE,1447 N WELLS ST,CHICAGO,IL,60610,2,54,18,1050,Public Place of Amusement,2328452,RENEW,,12/15/2017,01/19/2018,N,02/16/2018,02/15/2020,02/08/2018,02/09/2018,AAI,,48,41.909029736,-87.634496663,"(41.909029735838615, -87.63449666286718)"
2350032-20220516,2836739,21847,4,"JOHNNY'S ICE HOUSE, INC.",JOHNNY'S ICE HOUSE,"2550-2602 W MADISON ST 1ST, 2ND, MEZZ",CHICAGO,IL,60612,27,56,12,1050,Public Place of Amusement,2350032,RENEW,,03/15/2022,07/20/2022,N,05/16/2022,05/15/2024,07/20/2022,10/05/2022,AAI,,,41.881233424,-87.690389586,"(41.88123342371891, -87.69038958620825)"
1598065-20230416,2892135,54885,1,5 WEST DIVISION CORP.,PRIMARY NIGHT CLUB,5 W DIVISION ST BASEMENT,CHICAGO,IL,60610,2,29,18,1050,Public Place of Amusement,1598065,RENEW,,02/15/2023,04/19/2023,N,04/16/2023,04/15/2025,04/22/2023,09/08/2023,AAI,,,41.903828177,-87.628908218,"(41.9038281774845, -87.62890821819511)"
2698561-20210430,2698561,394407,1,"MORGAN MANUFACTURING, LLC",Morgan Manufacturing,401 N MORGAN ST 1-4,CHICAGO,IL,60642,27,45,12,1050,Public Place of Amusement,2698561,ISSUE,10/22/2019,07/15/2020,07/15/2020,Y,04/30/2021,04/15/2023,04/30/2021,04/30/2021,AAI,,,41.889038243,-87.652090062,"(41.88903824289138, -87.65209006191907)"
1091968-20170316,2508325,206313,1,PENINSULA CHICAGO LLC,"PENINSULA CHICAGO, LLC",108 E SUPERIOR ST,CHICAGO,IL,60611,2,48,18,1050,Public Place of Amusement,1091968,RENEW,,01/15/2017,02/23/2017,N,03/16/2017,03/15/2019,03/14/2017,04/25/2017,AAI,,,41.895839638,-87.624988141,"(41.89583963820686, -87.62498814131581)"
2437088-20220216,2823935,32462,1,"STOP & DRINK, INC.",CLARK STREET ALE HOUSE,742 N CLARK ST,CHICAGO,IL,60654,42,57,18,1050,Public Place of Amusement,2437088,RENEW,,12/15/2021,01/16/2022,N,02/16/2022,02/15/2024,01/18/2022,01/19/2022,AAI,,,41.896133448,-87.63138315,"(41.896133448405855, -87.6313831499474)"
42868-20160916,2477717,14423,3,LYRIC OPERA OF CHICAGO,LYRIC OPERA OF CHICAGO,20 N WACKER DR  ENTIR,CHICAGO,IL,60606,42,9,1,1050,Public Place of Amusement,42868,RENEW,,07/15/2016,09/15/2016,N,09/16/2016,09/15/2018,09/15/2016,09/16/2016,AAI,,,41.882410906,-87.63717471,"(41.88241090648542, -87.63717471046387)"
33149-20190316,2642659,14647,3,HCD CHICAGO CORPORATION,OMNI CHICAGO HOTEL,674-678 N MICHIGAN AVE 5TH,CHICAGO,IL,60611,42,48,18,1050,Public Place of Amusement,33149,RENEW,,01/15/2019,02/20/2019,N,03/16/2019,07/15/2021,06/14/2019,06/17/2019,AAI,,,41.894754369,-87.624394347,"(41.89475436857259, -87.6243943466027)"
2550147-20181016,2618487,85612,24,COLUMBIA COLLEGE CHICAGO,COLUMBIA COLLEGE CHICAGO,618 S MICHIGAN AVE  2,CHICAGO,IL,60605,4,49,1,1050,Public Place of Amusement,2550147,RENEW,,08/15/2018,08/29/2018,N,10/16/2018,10/15/2020,08/29/2018,08/30/2018,AAI,,,41.874015392,-87.62436901,"(41.8740153918001, -87.62436900970008)"
65377-20140216,2300175,20335,1,"640 HUBBARD, INC.",CITY POOL HALL,640 W HUBBARD ST,CHICAGO,IL,60654,27,11,12,1050,Public Place of Amusement,65377,RENEW,,12/15/2013,01/29/2014,N,02/16/2014,02/15/2016,01/29/2014,02/13/2014,AAI,,,41.890236753,-87.64442683,"(41.89023675339099, -87.64442682991817)"
2550160-20190216,2639124,320281,1,"COMEDYSPORTZ OF CHICAGO, INC.","COMEDYSPORTZ OF CHICAGO, IL",929 W BELMONT AVE,CHICAGO,IL,60657,44,20,19,1050,Public Place of Amusement,2550160,RENEW,,12/15/2018,01/07/2019,N,02/16/2019,07/15/2021,01/28/2019,01/29/2019,AAI,,17,41.939821992,-87.652675295,"(41.93982199239818, -87.6526752946832)"
2550135-20200216,2705652,261324,1,A RED ORCHID THEATRE,A RED ORCHID THEATRE,1531 N WELLS ST,CHICAGO,IL,60610,2,54,18,1050,Public Place of Amusement,2550135,RENEW,,12/15/2019,02/18/2020,N,02/16/2020,02/15/2022,02/18/2020,03/13/2020,AAI,,48,41.910080242,-87.634529769,"(41.91008024220972, -87.63452976939911)"
2373479-20231116,2931837,333911,1,SWEAT THE SOUND INC.,COLE'S,2338 N MILWAUKEE AVE,CHICAGO,IL,60647,1,10,14,1050,Public Place of Amusement,2373479,RENEW,,09/15/2023,11/01/2023,N,11/16/2023,11/15/2025,11/01/2023,11/02/2023,AAI,,,41.923597122,-87.698713972,"(41.92359712179481, -87.69871397191703)"
17190-20230416,2892401,85716,3,ATTITUDE ADJUSTMENT INC,PARK WEST THEATER,322 W ARMITAGE AVE  ATTIT,CHICAGO,IL,60614,43,43,18,1050,Public Place of Amusement,17190,RENEW,,02/15/2023,04/10/2023,N,04/16/2023,04/15/2025,04/20/2023,04/21/2023,AAI,,23,41.918458743,-87.637308823,"(41.91845874336041, -87.63730882345354)"
1943101-20180316,2576996,330964,1,"TK CHICAGO LOOP, LLC",WILMA'S FAMOUS BBQ & TAVERN,17 N WABASH AVE 2,CHICAGO,IL,60602,34,42,1,1050,Public Place of Amusement,1943101,RENEW,,01/15/2018,02/26/2018,N,03/16/2018,03/15/2020,02/27/2018,02/28/2018,AAI,,,41.882481427,-87.626076827,"(41.88248142730001, -87.62607682690941)"
1694768-20221216,2873842,9343,2,"BEAT KITCHEN, INC.",BEAT KITCHEN,2100 W BELMONT AVE 1ST & 2ND,CHICAGO,IL,60618,32,42,19,1050,Public Place of Amusement,1694768,RENEW,,10/15/2022,10/20/2022,N,12/16/2022,12/15/2024,12/13/2022,12/13/2022,AAI,,,41.939651932,-87.680903205,"(41.93965193153802, -87.6809032053269)"
2595079-20200923,2595079,427009,1,EPIPHANY PARTNERS LLC,EPIPHANY CENTER FOR THE ARTS,201-211 S ASHLAND AVE 1,CHICAGO,IL,60607,34,10,12,1050,Public Place of Amusement,2595079,ISSUE,04/24/2018,07/17/2018,11/02/2020,Y,09/23/2020,10/15/2022,09/23/2020,09/23/2020,AAI,,,41.878836042,-87.666602526,"(41.878836041756294, -87.66660252561816)"
1884384-20160216,2440324,305262,1,"DANA HOTEL, LLC",DANA HOTEL AND SPA,2 W ERIE ST,CHICAGO,IL,60654,42,56,18,1050,Public Place of Amusement,1884384,RENEW,,12/15/2015,02/03/2016,N,02/16/2016,02/15/2018,05/01/2017,05/02/2017,AAI,,,41.894180455,-87.628218126,"(41.89418045475969, -87.62821812644587)"
1740146-20180216,2571487,211324,1,"ITALIAN RISTORANTE-HUBBARD, LLC",VERMILION,10 W HUBBARD ST 1,CHICAGO,IL,60654,42,25,18,1050,Public Place of Amusement,1740146,RENEW,,12/15/2017,03/05/2018,N,02/16/2018,02/15/2020,01/17/2019,01/17/2019,AAI,,,41.890168585,-87.628394336,"(41.89016858549094, -87.62839433601951)"
2689162-20210811,2689162,431623,2,"ALTITUDE CHICAGO, LLC",ALTITUDE CHICAGO,404 N ARMOUR ST 1ST,CHICAGO,IL,60642,27,33,12,1050,Public Place of Amusement,2689162,ISSUE,08/22/2019,11/13/2019,11/27/2019,N,08/11/2021,08/15/2023,08/11/2021,08/11/2021,AAI,,,41.88901259,-87.665604916,"(41.889012590259405, -87.66560491574995)"
258-20190416,2647485,41,1,"GEJA'S INTERNATIONAL FOODS, INC.",GEJA'S CAFE,340-344 W ARMITAGE AVE LOWER LEVEL,CHICAGO,IL,60614,43,17,18,1472,Music and Dance,258,RENEW,,02/15/2019,04/01/2019,N,04/16/2019,07/15/2021,04/01/2019,04/02/2019,AAI,,,41.918445336,-87.638007427,"(41.918445336371185, -87.63800742700411)"
1647966-20130416,2235468,11456,1,"BIA, INC.",THE BLUE ROOM CLUB,"2242 N LINCOLN AVE 1, 2",CHICAGO,IL,60614,43,7,18,1050,Public Place of Amusement,1647966,RENEW,,02/27/2013,04/15/2013,N,04/16/2013,04/15/2015,04/15/2013,04/16/2013,AAI,,35,41.922782729,-87.645251176,"(41.922782729012006, -87.64525117564996)"
1743100-20130916,2272980,54620,1,"THE HIDDEN COVE, INC.",THE HIDDEN COVE,5338 N LINCOLN AVE 1,CHICAGO,IL,60625,40,1,20,1050,Public Place of Amusement,1743100,RENEW,,07/15/2013,09/06/2013,N,09/16/2013,09/15/2015,09/06/2013,09/09/2013,AAI,,,41.978854032,-87.692788772,"(41.978854032341516, -87.69278877219502)"
19855-20170216,2502032,8022,1,"THE CUE CLUB, INC.",REPLAY ARCADE BAR,2833 N SHEFFIELD AVE 1,CHICAGO,IL,60657,44,29,19,1050,Public Place of Amusement,19855,RENEW,,12/15/2016,02/15/2017,N,02/16/2017,02/15/2019,02/14/2018,02/21/2018,AAI,,17,41.93359333,-87.65374537,"(41.93359333047919, -87.6537453704389)"
2523614-20230316,2887874,63921,14,"MARRIOTT INTERNATIONAL, INC.",MARRIOTT MARQUIS CHICAGO,2121 S PRAIRIE AVE 1-40,CHICAGO,IL,60616,3,26,1,1050,Public Place of Amusement,2523614,RENEW,,01/15/2023,03/10/2023,N,03/16/2023,03/15/2025,03/27/2023,03/28/2023,AAI,,,41.853650885,-87.620533581,"(41.853650885040594, -87.62053358114167)"
2550173-20210316,2769770,391923,1,HAPPY ARTS LLC,HAPPY ARTS,3014-3016 W IRVING PARK RD 1ST,CHICAGO,IL,60618,33,11,17,1050,Public Place of Amusement,2550173,RENEW,,01/15/2021,06/15/2021,N,03/16/2021,03/15/2023,06/15/2021,06/16/2021,AAI,,60,41.954055396,-87.703833636,"(41.95405539635035, -87.70383363572144)"
923-20170416,2512915,50256,1,ROBERT HECKO,THE OMNI ( BLUES ),2519 N HALSTED ST 1ST,CHICAGO,IL,60614,43,6,19,1472,Music and Dance,923,RENEW,,02/15/2017,03/29/2017,N,04/16/2017,04/15/2019,03/29/2017,03/30/2017,AAI,,35,41.927986034,-87.648705129,"(41.92798603409822, -87.64870512854364)"
2556011-20230716,2910631,419463,1,ART LIFE ART INC,SIX O SIX THE LOUNGE,606 E 75TH ST 1,CHICAGO,IL,60619,6,39,3,1050,Public Place of Amusement,2556011,RENEW,,05/15/2023,06/28/2023,N,07/16/2023,07/15/2025,07/14/2023,07/14/2023,AAI,,51,41.758600061,-87.609951165,"(41.75860006144688, -87.60995116478924)"
2583232-20240416,2953197,50833,1,"R.B.I. SLUGGERS, INC.",SLUGGERS,3540 N CLARK ST 1ST,CHICAGO,IL,60657,44,38,19,1050,Public Place of Amusement,2583232,RENEW,,02/15/2024,02/15/2024,N,04/16/2024,04/15/2026,03/13/2024,03/14/2024,AAI,,17,41.946576955,-87.656187541,"(41.946576955272015, -87.65618754109963)"
2130235-20211216,2814617,17540,11,COPERNICUS FOUNDATION,COPERNICUS FOUNDATION,5214-5216 W LAWRENCE AVE,CHICAGO,IL,60630,45,39,16,1050,Public Place of Amusement,2130235,RENEW,,10/15/2021,11/15/2021,N,12/16/2021,12/15/2023,12/16/2021,12/16/2021,AAI,,,41.968006258,-87.758276226,"(41.968006258263244, -87.75827622617021)"
1916619-20130416,2238043,302290,4,"KERASOTES SHOWPLACE THEATRES, LLC","KERASOTES SHOWPLACE THEATRES, LLC","1011 S DELANO EAST CT 1ST, 2ND, MEZZ",CHICAGO,IL,60605,34,21,1,1050,Public Place of Amusement,1916619,RENEW,,02/27/2013,03/27/2013,N,04/16/2013,04/15/2015,03/27/2013,03/28/2013,AAI,,,41.86967389,-87.632367671,"(41.86967388968045, -87.63236767073617)"
41908-20170316,2507368,16137,2,"DAVE & BUSTER'S OF ILLINOIS, INC.",DAVE & BUSTER'S,1030 N CLARK ST,CHICAGO,IL,60610,2,32,18,1050,Public Place of Amusement,41908,RENEW,,01/15/2017,02/01/2017,N,03/16/2017,03/15/2019,02/23/2017,02/24/2017,AAI,,,41.901531983,-87.631526068,"(41.90153198270401, -87.63152606805158)"
2094096-20210716,2787303,27115,2,"NEW SAXONY LIQUORS & LOUNGE, LTD.",UPTOWN LOUNGE,1136-1140 W LAWRENCE AVE 1,CHICAGO,IL,60640,46,40,20,1050,Public Place of Amusement,2094096,RENEW,,05/15/2021,06/17/2021,N,07/16/2021,07/15/2023,07/20/2021,07/21/2021,AAI,,34,41.969144793,-87.659101719,"(41.969144793495026, -87.65910171892875)"
1578155-20130316,2227069,82028,2,"RIVER EAST PLAZA, LLC",River East Plaza,435 E ILLINOIS ST,CHICAGO,IL,60611,42,31,18,1050,Public Place of Amusement,1578155,RENEW,,01/17/2013,03/13/2013,N,03/16/2013,03/15/2015,03/14/2013,04/04/2013,AAI,,,41.890965728,-87.616347728,"(41.89096572790968, -87.61634772811743)"
2026501-20170516,2520525,349954,1,"CLUB 215, LLC",Lite,215 W ONTARIO ST BASMT-1ST,CHICAGO,IL,60654,42,39,18,1050,Public Place of Amusement,2026501,RENEW,,03/15/2017,05/18/2017,N,05/16/2017,05/15/2019,11/06/2017,11/13/2017,AAI,,,41.893068791,-87.634775018,"(41.89306879068726, -87.6347750178461)"
2541999-20180402,2541999,410203,1,"TCA - 2020 WEST, LLC",MIDTOWN ATHLETIC CLUB AND HOTEL,2444 N ELSTON AVE,CHICAGO,IL,60647,32,34,14,1050,Public Place of Amusement,2541999,ISSUE,06/20/2017,06/20/2017,10/27/2017,Y,04/02/2018,04/15/2020,04/02/2018,04/02/2018,AAI,,,41.925845288,-87.678835724,"(41.925845287841526, -87.67883572432687)"
29134-20190416,2648860,63693,1,"SUNNYDAY TAP, INC.",SUNNYDAY TAP,4953 N ELSTON AVE 1ST #,CHICAGO,IL,60630,39,9,17,1472,Music and Dance,29134,RENEW,,02/22/2019,04/15/2019,N,04/16/2019,07/15/2021,04/15/2019,04/15/2019,AAI,,,41.970731871,-87.744192066,"(41.97073187089087, -87.74419206627292)"
2263088-20140708,2263088,381630,1,"CHICAGO ORD HOTEL PARTNERS, LLC",RENAISSANCE CHICAGO O'HARE HOTEL,8500 W BRYN MAWR AVE,CHICAGO,IL,60631,41,29,16,1050,Public Place of Amusement,2263088,ISSUE,06/03/2013,08/09/2013,08/09/2013,N,07/08/2014,07/15/2016,06/25/2014,06/25/2014,AAI,,,41.981180725,-87.839167558,"(41.98118072487806, -87.83916755770461)"
1172094-20240616,2963411,219491,1,STRIKE TWO CORP.,Roux/Seven Ten Social,1055 E 55TH ST,CHICAGO,IL,60615,5,27,2,1050,Public Place of Amusement,1172094,RENEW,,04/15/2024,06/03/2024,N,06/16/2024,06/15/2026,06/21/2024,06/24/2024,AAI,,,41.794921069,-87.599852031,"(41.79492106897254, -87.59985203106729)"
1990939-20210216,2762977,4271,2,"ETHIO CAFE', INC.",COUNTRY CLUB,3462 N CLARK ST 1ST AND 2ND,CHICAGO,IL,60657,44,38,19,1050,Public Place of Amusement,1990939,RENEW,,12/15/2020,01/01/2021,N,02/16/2021,02/15/2023,03/11/2021,03/12/2021,AAI,,17,41.945049681,-87.654953222,"(41.945049680893675, -87.65495322178364)"
2359996-20170116,2497867,8970,141,"COMPASS GROUP USA, INC.",R29 AT THE FRANKLIN,227 W MONROE ST 29,CHICAGO,IL,60606,42,49,1,1050,Public Place of Amusement,2359996,RENEW,,11/15/2016,12/02/2016,N,01/16/2017,04/15/2018,01/05/2017,01/06/2017,AAI,,,41.88053925,-87.634592464,"(41.88053924995021, -87.63459246351388)"
2676964-20200108,2676964,460012,1,"PANIQ TRIO, LLC",PANIQ ROOM CHICAGO,3059-3061 W LOGAN BLVD LL-1ST,CHICAGO,IL,60647,1,14,14,1050,Public Place of Amusement,2676964,ISSUE,06/17/2019,07/02/2019,07/02/2019,N,01/08/2020,01/15/2022,01/08/2020,01/08/2020,AAI,,,41.92829363,-87.70481332,"(41.928293629668865, -87.70481331979636)"
1696197-20200216,2704610,399,2,"G-A RESTAURANT, LLC",Rino Bar,"642-644 N CLARK ST 1ST, 2ND",CHICAGO,IL,60654,42,39,18,1050,Public Place of Amusement,1696197,RENEW,,12/15/2019,02/04/2020,N,02/16/2020,02/15/2022,02/21/2020,02/21/2020,AAI,,,41.893700327,-87.631325619,"(41.893700327406926, -87.63132561861225)"
1271075-20150816,2407004,32331,1,"AR & IR, INC.",AVONDALE MUSIC HALL,3336-3342 N MILWAUKEE AVE 1ST,CHICAGO,IL,60641,30,23,17,1050,Public Place of Amusement,1271075,RENEW,,06/15/2015,07/08/2015,N,08/16/2015,08/15/2017,08/12/2015,08/13/2015,AAI,,,41.941691571,-87.728338222,"(41.94169157081146, -87.72833822192297)"
2289060-20171216,2562847,379992,1,"MONT500, LLC",MONTGOMERY CLUB,500 W SUPERIOR ST,CHICAGO,IL,60654,42,68,18,1050,Public Place of Amusement,2289060,RENEW,,10/15/2017,11/08/2017,N,12/16/2017,12/15/2019,12/04/2017,12/05/2017,AAI,,,41.895608706,-87.641579165,"(41.89560870567257, -87.64157916536797)"
2341100-20170216,2502883,203965,6,CORK CITY PRODUCTIONS LLC,THE GREEN DOOR TAVERN / THE DRIFTER,676-678 N ORLEANS ST LL & 1,CHICAGO,IL,60654,42,15,18,1050,Public Place of Amusement,2341100,RENEW,,12/15/2016,01/21/2017,N,02/16/2017,02/15/2018,01/24/2017,01/25/2017,AAI,,,41.894637025,-87.637268634,"(41.89463702451064, -87.63726863440331)"
2636689-20200629,2636689,454613,1,"ROOTS DEARBORN, LLC",ROOTS HANDMADE PIZZA - PRINTER'S ROW,744 S DEARBORN ST 1-2,CHICAGO,IL,60605,4,20,1,1050,Public Place of Amusement,2636689,ISSUE,11/29/2018,10/31/2019,10/31/2019,Y,06/29/2020,07/15/2022,06/26/2020,06/26/2020,AAI,,,41.872452185,-87.629282577,"(41.87245218531338, -87.62928257680521)"
36998-20170216,2502171,15330,1,2263 NORTH LINCOLN CORP.,THE DIME,2263 N LINCOLN AVE,CHICAGO,IL,60614,43,20,18,1050,Public Place of Amusement,36998,RENEW,,12/15/2016,02/15/2017,N,02/16/2017,02/15/2019,02/15/2017,02/15/2017,AAI,,35,41.923362946,-87.64563775,"(41.92336294613102, -87.64563774954995)"
2083829-20230216,2884429,359669,1,"PLAY 18 INDOOR GOLF FACILITY, LLC",PLAY 18,17 N WABASH AVE 3RD 300,CHICAGO,IL,60602,34,9,1,1050,Public Place of Amusement,2083829,RENEW,,12/15/2022,02/10/2023,N,02/16/2023,02/15/2025,02/10/2023,02/14/2023,AAI,,,41.882481427,-87.626076827,"(41.88248142730001, -87.62607682690941)"
41239-20230616,2902163,16071,1,"GENE & SOPHIE'S LOUNGE, INC.",CABOO,4807-4809 S PULASKI RD 1ST,CHICAGO,IL,60632,14,27,8,1472,Music and Dance,41239,RENEW,,04/15/2023,09/20/2023,N,06/16/2023,06/15/2025,09/20/2023,09/21/2023,AAI,,39,41.805779774,-87.723374962,"(41.80577977439837, -87.72337496234026)"
733-20141016,2350541,136,1,HARRIET WATT,WOODLAWN GARDENS,1200 E 93RD ST 1ST,CHICAGO,IL,60619,8,33,4,1050,Public Place of Amusement,733,RENEW,,08/15/2014,09/15/2014,N,10/16/2014,10/15/2016,09/15/2014,09/16/2014,AAI,,,41.725958181,-87.594817597,"(41.7259581808161, -87.59481759727105)"
2088687-20151016,2421913,360994,1,"RADISSON CHICAGO MP MANAGEMENT, LLC",RADISSON BLU AQUA,221 N COLUMBUS DR,CHICAGO,IL,60601,42,50,1,1050,Public Place of Amusement,2088687,RENEW,,08/15/2015,09/03/2015,N,10/16/2015,10/15/2017,09/30/2015,10/01/2015,AAI,,,41.886312514,-87.62054177,"(41.88631251428426, -87.62054176987209)"
2550107-20170803,2550107,278216,3,"ANNOYANCE PRODUCTIONS, INC.",ANNOYANCE PRODUCTIONS,851-853 W BELMONT AVE 2ND,CHICAGO,IL,60657,44,20,19,1050,Public Place of Amusement,2550107,ISSUE,,,,N,08/03/2017,07/15/2019,08/03/2017,08/03/2017,AAI,,17,41.939843346,-87.65125514,"(41.939843345836316, -87.65125514003165)"
1963922-20191116,2690847,24075,1,COLON AND BRUNO CORPORATION,THE OWL BAR,2521 N MILWAUKEE AVE 1ST,CHICAGO,IL,60647,1,30,14,1050,Public Place of Amusement,1963922,RENEW,,09/15/2019,11/04/2019,N,11/16/2019,11/15/2021,11/12/2019,11/13/2019,AAI,,,41.92725099,-87.704203351,"(41.927250990177676, -87.7042033510881)"
35760-20230216,2883199,32932,1,2816 1/2 HALSTED CORP.,HARRIGAN'S,2816 N HALSTED ST 1ST,CHICAGO,IL,60657,44,29,19,1472,Music and Dance,35760,RENEW,,12/15/2022,01/26/2023,N,02/16/2023,02/15/2025,01/26/2023,01/27/2023,AAI,,8,41.933262074,-87.64917834,"(41.93326207377274, -87.64917834017973)"
2016932-20150616,2395373,350042,1,RODGA S.A. INC.,TAQUERIA EL TENAMPA,5315-5317 S PULASKI RD 1ST,CHICAGO,IL,60632,23,29,8,1050,Public Place of Amusement,2016932,RENEW,,04/15/2015,06/29/2015,N,06/16/2015,06/15/2017,06/29/2015,07/31/2015,AAI,,,41.796369658,-87.723103688,"(41.796369658416275, -87.7231036884829)"
2314277-20230116,2880666,388610,1,"VHC UPPER, LLC",CERISE,203 N WABASH AVE 26,CHICAGO,IL,60601,42,9,1,1050,Public Place of Amusement,2314277,RENEW,,11/15/2022,12/16/2022,N,01/16/2023,01/15/2025,01/12/2023,01/13/2023,AAI,,,41.885828293,-87.626138262,"(41.885828292802344, -87.62613826248786)"
2374107-20160727,2374107,323915,1,"FLOATING WORLD GALLERY, LTD.",FLOATING WORLD GALLERY,1925 N HALSTED ST 1 & 2,CHICAGO,IL,60614,43,5,18,1050,Public Place of Amusement,2374107,ISSUE,01/02/2015,03/09/2015,03/09/2015,N,07/27/2016,08/15/2018,07/27/2016,07/27/2016,AAI,,,41.916755814,-87.648302777,"(41.916755813641785, -87.64830277740973)"
32653-20190416,2648961,82017,1,RUSH STREET BOOKS INC,Lovers Playground,872 N STATE ST,CHICAGO,IL,60610,42,45,18,1050,Public Place of Amusement,32653,RENEW,,02/22/2019,04/01/2019,N,04/16/2019,07/15/2021,04/01/2019,04/02/2019,AAI,,,41.898874527,-87.62840495,"(41.89887452722222, -87.62840495033994)"
2549978-20211116,2810485,305791,1,CHICAGO NINES CORPORATION,PROVACATEUR / POLE ICONS,1919 N MILWAUKEE AVE 1,CHICAGO,IL,60647,32,32,14,1050,Public Place of Amusement,2549978,RENEW,,09/15/2021,11/09/2021,N,11/16/2021,11/15/2023,11/09/2021,01/05/2022,AAI,,33,41.916408032,-87.686547149,"(41.91640803246923, -87.6865471493126)"
1766381-20130316,2228070,309247,1,"WWL DHOTEL INVESTORS, L.L.C.",DRAKE HOTEL - VALET OPER,140 E WALTON PL,CHICAGO,IL,60611,2,29,18,1050,Public Place of Amusement,1766381,RENEW,,01/17/2013,03/11/2013,N,03/16/2013,03/15/2015,03/14/2013,03/15/2013,AAI,,,41.900118457,-87.623980519,"(41.90011845725853, -87.62398051946951)"
